ANO;ESTADO;PREÇO
2004;AC;2.39
2004;AC;2.44
2004;AC;2.44
2004;AC;2.44
2004;AC;2.44
2004;AC;2.44
2004;AC;2.48
2004;AC;2.51
2004;AC;2.52
2004;AC;2.52
2004;AC;2.55
2004;AC;2.54
2004;AC;2.54
2004;AC;2.55
2004;AC;2.55
2004;AC;2.57
2004;AC;2.57
2004;AC;2.57
2004;AC;2.57
2004;AC;2.57
2004;AC;2.62
2004;AC;2.47
2004;AC;2.49
2004;AC;2.48
2004;AC;2.48
2004;AC;2.54
2004;AC;2.61
2004;AC;2.64
2004;AC;2.64
2004;AC;2.64
2004;AL;2.09
2004;AL;2.09
2004;AL;2.09
2004;AL;2.09
2004;AL;2.09
2004;AL;2.12
2004;AL;2.22
2004;AL;2.21
2004;AL;2.21
2004;AL;2.21
2004;AL;2.21
2004;AL;2.22
2004;AL;2.22
2004;AL;2.21
2004;AL;2.21
2004;AL;2.21
2004;AL;2.21
2004;AL;2.2
2004;AL;2.21
2004;AL;2.21
2004;AL;2.21
2004;AL;2.21
2004;AL;2.24
2004;AL;2.26
2004;AL;2.3
2004;AL;2.3
2004;AL;2.3
2004;AL;2.3
2004;AL;2.37
2004;AL;2.45
2004;AL;2.44
2004;AL;2.45
2004;AP;2.18
2004;AP;2.24
2004;AP;2.24
2004;AP;2.29
2004;AP;2.34
2004;AP;2.38
2004;AP;2.4
2004;AP;2.41
2004;AP;2.41
2004;AP;2.4
2004;AP;2.4
2004;AP;2.38
2004;AP;2.4
2004;AP;2.4
2004;AP;2.41
2004;AP;2.41
2004;AP;2.4
2004;AP;2.35
2004;AP;2.4
2004;AP;2.41
2004;AP;2.4
2004;AP;2.45
2004;AP;2.46
2004;AP;2.34
2004;AP;2.33
2004;AP;2.33
2004;AP;2.5
2004;AP;2.47
2004;AP;2.45
2004;AM;2.04
2004;AM;2.04
2004;AM;2.05
2004;AM;2.04
2004;AM;2.06
2004;AM;2.06
2004;AM;2.19
2004;AM;2.19
2004;AM;2.19
2004;AM;2.19
2004;AM;2.2
2004;AM;2.2
2004;AM;2.2
2004;AM;2.21
2004;AM;2.23
2004;AM;2.24
2004;AM;2.25
2004;AM;2.25
2004;AM;2.26
2004;AM;2.25
2004;AM;2.25
2004;AM;2.25
2004;AM;2.3
2004;AM;2.33
2004;AM;2.33
2004;AM;2.33
2004;AM;2.33
2004;AM;2.33
2004;AM;2.5
2004;AM;2.52
2004;AM;2.51
2004;AM;2.52
2004;BA;2.04
2004;BA;2.05
2004;BA;2.05
2004;BA;2.04
2004;BA;2.06
2004;BA;2.1
2004;BA;2.21
2004;BA;2.21
2004;BA;2.21
2004;BA;2.21
2004;BA;2.21
2004;BA;2.21
2004;BA;2.21
2004;BA;2.22
2004;BA;2.23
2004;BA;2.23
2004;BA;2.23
2004;BA;2.23
2004;BA;2.23
2004;BA;2.23
2004;BA;2.23
2004;BA;2.23
2004;BA;2.23
2004;BA;2.31
2004;BA;2.3
2004;BA;2.24
2004;BA;2.24
2004;BA;2.26
2004;BA;2.29
2004;BA;2.39
2004;BA;2.39
2004;BA;2.39
2004;BA;2.37
2004;CE;2.15
2004;CE;2.15
2004;CE;2.15
2004;CE;2.15
2004;CE;2.15
2004;CE;2.19
2004;CE;2.28
2004;CE;2.28
2004;CE;2.28
2004;CE;2.26
2004;CE;2.25
2004;CE;2.24
2004;CE;2.29
2004;CE;2.29
2004;CE;2.28
2004;CE;2.27
2004;CE;2.27
2004;CE;2.26
2004;CE;2.26
2004;CE;2.26
2004;CE;2.29
2004;CE;2.29
2004;CE;2.33
2004;CE;2.35
2004;CE;2.33
2004;CE;2.33
2004;CE;2.33
2004;CE;2.39
2004;CE;2.45
2004;CE;2.44
2004;CE;2.43
2004;DF;2.03
2004;DF;2.03
2004;DF;2.02
2004;DF;2.06
2004;DF;2.04
2004;DF;2.1
2004;DF;2.09
2004;DF;2.08
2004;DF;1.98
2004;DF;1.94
2004;DF;2.12
2004;DF;2.14
2004;DF;2.12
2004;DF;2.12
2004;DF;2.15
2004;DF;2.15
2004;DF;2.13
2004;DF;2.15
2004;DF;2.13
2004;DF;2.11
2004;DF;2.09
2004;DF;2.01
2004;DF;2.14
2004;DF;2.17
2004;DF;2.14
2004;DF;2.23
2004;DF;2.2
2004;DF;2.24
2004;DF;2.26
2004;DF;2.24
2004;ES;2.03
2004;ES;2.01
2004;ES;2.02
2004;ES;2.03
2004;ES;2.04
2004;ES;2.05
2004;ES;2.18
2004;ES;2.16
2004;ES;2.15
2004;ES;2.15
2004;ES;2.13
2004;ES;2.13
2004;ES;2.13
2004;ES;2.13
2004;ES;2.13
2004;ES;2.12
2004;ES;2.12
2004;ES;2.16
2004;ES;2.17
2004;ES;2.16
2004;ES;2.16
2004;ES;2.17
2004;ES;2.19
2004;ES;2.24
2004;ES;2.24
2004;ES;2.23
2004;ES;2.25
2004;ES;2.25
2004;ES;2.25
2004;ES;2.31
2004;ES;2.32
2004;ES;2.31
2004;ES;2.31
2004;GO;2.03
2004;GO;2.03
2004;GO;2.03
2004;GO;2.03
2004;GO;2.04
2004;GO;2.05
2004;GO;2.11
2004;GO;2.09
2004;GO;2.09
2004;GO;2.07
2004;GO;2.1
2004;GO;2.11
2004;GO;2.12
2004;GO;2.13
2004;GO;2.14
2004;GO;2.15
2004;GO;2.15
2004;GO;2.14
2004;GO;2.13
2004;GO;2.13
2004;GO;2.15
2004;GO;2.15
2004;GO;2.22
2004;GO;2.22
2004;GO;2.18
2004;GO;2.28
2004;GO;2.19
2004;GO;2.2
2004;GO;2.35
2004;GO;2.37
2004;GO;2.36
2004;GO;2.36
2004;MA;2.09
2004;MA;2.07
2004;MA;2.07
2004;MA;2.08
2004;MA;2.08
2004;MA;2.1
2004;MA;2.2
2004;MA;2.19
2004;MA;2.19
2004;MA;2.19
2004;MA;2.19
2004;MA;2.18
2004;MA;2.18
2004;MA;2.19
2004;MA;2.19
2004;MA;2.21
2004;MA;2.2
2004;MA;2.19
2004;MA;2.19
2004;MA;2.18
2004;MA;2.19
2004;MA;2.24
2004;MA;2.23
2004;MA;2.13
2004;MA;2.14
2004;MA;2.14
2004;MA;2.13
2004;MA;2.26
2004;MA;2.23
2004;MA;2.24
2004;MA;2.3
2004;MT;2.36
2004;MT;2.35
2004;MT;2.36
2004;MT;2.37
2004;MT;2.36
2004;MT;2.5
2004;MT;2.51
2004;MT;2.52
2004;MT;2.51
2004;MT;2.51
2004;MT;2.52
2004;MT;2.52
2004;MT;2.53
2004;MT;2.55
2004;MT;2.56
2004;MT;2.56
2004;MT;2.56
2004;MT;2.55
2004;MT;2.55
2004;MT;2.54
2004;MT;2.56
2004;MT;2.63
2004;MT;2.64
2004;MT;2.58
2004;MT;2.58
2004;MT;2.58
2004;MT;2.59
2004;MT;2.69
2004;MT;2.71
2004;MT;2.71
2004;MT;2.7
2004;MS;2.12
2004;MS;2.11
2004;MS;2.11
2004;MS;2.13
2004;MS;2.14
2004;MS;2.16
2004;MS;2.25
2004;MS;2.26
2004;MS;2.26
2004;MS;2.27
2004;MS;2.27
2004;MS;2.27
2004;MS;2.29
2004;MS;2.32
2004;MS;2.32
2004;MS;2.32
2004;MS;2.32
2004;MS;2.33
2004;MS;2.34
2004;MS;2.34
2004;MS;2.34
2004;MS;2.36
2004;MS;2.41
2004;MS;2.42
2004;MS;2.42
2004;MS;2.46
2004;MS;2.46
2004;MS;2.52
2004;MS;2.53
2004;MS;2.52
2004;MS;2.52
2004;MG;1.98
2004;MG;1.98
2004;MG;1.98
2004;MG;2
2004;MG;2.01
2004;MG;2.03
2004;MG;2.1
2004;MG;2.1
2004;MG;2.1
2004;MG;2.1
2004;MG;2.1
2004;MG;2.1
2004;MG;2.11
2004;MG;2.12
2004;MG;2.13
2004;MG;2.13
2004;MG;2.13
2004;MG;2.13
2004;MG;2.13
2004;MG;2.13
2004;MG;2.13
2004;MG;2.13
2004;MG;2.14
2004;MG;2.18
2004;MG;2.12
2004;MG;2.13
2004;MG;2.14
2004;MG;2.14
2004;MG;2.22
2004;MG;2.21
2004;MG;2.21
2004;MG;2.22
2004;PA;2.33
2004;PA;2.33
2004;PA;2.35
2004;PA;2.37
2004;PA;2.44
2004;PA;2.44
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.43
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.42
2004;PA;2.43
2004;PA;2.48
2004;PA;2.49
2004;PA;2.36
2004;PA;2.38
2004;PA;2.36
2004;PA;2.37
2004;PA;2.43
2004;PA;2.45
2004;PA;2.43
2004;PA;2.44
2004;PB;1.99
2004;PB;1.99
2004;PB;1.99
2004;PB;1
2004;PB;1
2004;PB;2.03
2004;PB;2.1
2004;PB;2.1
2004;PB;2.09
2004;PB;2.1
2004;PB;2.08
2004;PB;2.07
2004;PB;2.08
2004;PB;2.08
2004;PB;2.09
2004;PB;2.09
2004;PB;2.09
2004;PB;2.08
2004;PB;2.08
2004;PB;2.06
2004;PB;2.06
2004;PB;2.08
2004;PB;2.07
2004;PB;2.11
2004;PB;2.13
2004;PB;2.15
2004;PB;2.15
2004;PB;2.15
2004;PB;2.15
2004;PB;2.31
2004;PB;2.3
2004;PB;2.29
2004;PR;1.97
2004;PR;1.96
2004;PR;1.96
2004;PR;1.99
2004;PR;2
2004;PR;2.06
2004;PR;2.12
2004;PR;2.11
2004;PR;2.1
2004;PR;2.1
2004;PR;2.09
2004;PR;2.11
2004;PR;2.12
2004;PR;2.16
2004;PR;2.16
2004;PR;2.16
2004;PR;2.15
2004;PR;2.14
2004;PR;2.13
2004;PR;2.13
2004;PR;2.12
2004;PR;2.13
2004;PR;2.14
2004;PR;2.2
2004;PR;2.18
2004;PR;2.19
2004;PR;2.16
2004;PR;2.28
2004;PR;2.26
2004;PR;2.22
2004;PE;2.01
2004;PE;2.01
2004;PE;1.97
2004;PE;1.97
2004;PE;2.01
2004;PE;2.03
2004;PE;2.1
2004;PE;2.09
2004;PE;2.12
2004;PE;2.08
2004;PE;2.07
2004;PE;2.15
2004;PE;2.15
2004;PE;2.15
2004;PE;2.15
2004;PE;2.15
2004;PE;2.15
2004;PE;2.15
2004;PE;2.15
2004;PE;2.15
2004;PE;2.14
2004;PE;2.18
2004;PE;2.22
2004;PE;2.22
2004;PE;2.23
2004;PE;2.22
2004;PE;2.22
2004;PE;2.29
2004;PE;2.36
2004;PE;2.35
2004;PE;2.34
2004;PI;2.1
2004;PI;2.1
2004;PI;2.1
2004;PI;2.1
2004;PI;2.12
2004;PI;2.14
2004;PI;2.21
2004;PI;2.21
2004;PI;2.21
2004;PI;2.21
2004;PI;2.21
2004;PI;2.21
2004;PI;2.21
2004;PI;2.21
2004;PI;2.21
2004;PI;2.2
2004;PI;2.21
2004;PI;2.21
2004;PI;2.2
2004;PI;2.2
2004;PI;2.2
2004;PI;2.24
2004;PI;2.23
2004;PI;2.23
2004;PI;2.31
2004;PI;2.31
2004;PI;2.32
2004;PI;2.44
2004;PI;2.44
2004;PI;2.44
2004;PI;2.44
2004;RJ;2.05
2004;RJ;2.04
2004;RJ;2.04
2004;RJ;2.05
2004;RJ;2.06
2004;RJ;2.09
2004;RJ;2.15
2004;RJ;2.15
2004;RJ;2.15
2004;RJ;2.15
2004;RJ;2.15
2004;RJ;2.16
2004;RJ;2.16
2004;RJ;2.17
2004;RJ;2.18
2004;RJ;2.18
2004;RJ;2.18
2004;RJ;2.18
2004;RJ;2.18
2004;RJ;2.18
2004;RJ;2.18
2004;RJ;2.19
2004;RJ;2.24
2004;RJ;2.18
2004;RJ;2.2
2004;RJ;2.22
2004;RJ;2.23
2004;RJ;2.29
2004;RJ;2.29
2004;RJ;2.29
2004;RJ;2.3
2004;RN;1.98
2004;RN;1.97
2004;RN;1.97
2004;RN;1.95
2004;RN;1.95
2004;RN;2.04
2004;RN;2.15
2004;RN;2.14
2004;RN;2.13
2004;RN;2.11
2004;RN;2.1
2004;RN;2.1
2004;RN;2.1
2004;RN;2.11
2004;RN;2.11
2004;RN;2.12
2004;RN;2.11
2004;RN;2.12
2004;RN;2.12
2004;RN;2.12
2004;RN;2.12
2004;RN;2.12
2004;RN;2.19
2004;RN;2.19
2004;RN;2.21
2004;RN;2.21
2004;RN;2.23
2004;RN;2.26
2004;RN;2.37
2004;RN;2.35
2004;RN;2.32
2004;RS;2.14
2004;RS;2.14
2004;RS;2.13
2004;RS;2.16
2004;RS;2.32
2004;RS;2.29
2004;RS;2.28
2004;RS;2.28
2004;RS;2.28
2004;RS;2.28
2004;RS;2.28
2004;RS;2.29
2004;RS;2.29
2004;RS;2.28
2004;RS;2.27
2004;RS;2.28
2004;RS;2.29
2004;RS;2.29
2004;RS;2.28
2004;RS;2.29
2004;RS;2.36
2004;RS;2.36
2004;RS;2.28
2004;RS;2.29
2004;RS;2.29
2004;RS;2.34
2004;RS;2.49
2004;RS;2.48
2004;RS;2.48
2004;RS;2.47
2004;RO;2.34
2004;RO;2.33
2004;RO;2.34
2004;RO;2.34
2004;RO;2.34
2004;RO;2.35
2004;RO;2.46
2004;RO;2.45
2004;RO;2.46
2004;RO;2.46
2004;RO;2.46
2004;RO;2.47
2004;RO;2.46
2004;RO;2.47
2004;RO;2.46
2004;RO;2.47
2004;RO;2.47
2004;RO;2.46
2004;RO;2.47
2004;RO;2.47
2004;RO;2.53
2004;RO;2.53
2004;RO;2.44
2004;RO;2.45
2004;RO;2.44
2004;RO;2.46
2004;RO;2.56
2004;RO;2.54
2004;RO;2.55
2004;RR;2
2004;RR;2
2004;RR;2
2004;RR;2
2004;RR;2
2004;RR;2.01
2004;RR;2.08
2004;RR;2.08
2004;RR;2.11
2004;RR;2.09
2004;RR;2.08
2004;RR;2.11
2004;RR;2.08
2004;RR;2.14
2004;RR;2.14
2004;RR;2.15
2004;RR;2.15
2004;RR;2.15
2004;RR;2.15
2004;RR;2.15
2004;RR;2.15
2004;RR;2.16
2004;RR;2.15
2004;RR;2.17
2004;RR;2.18
2004;RR;2.19
2004;RR;2.19
2004;RR;2.19
2004;RR;2.25
2004;RR;2.32
2004;RR;2.38
2004;RR;2.38
2004;RR;2.39
2004;SC;2.07
2004;SC;2.07
2004;SC;2.07
2004;SC;2.08
2004;SC;2.09
2004;SC;2.12
2004;SC;2.2
2004;SC;2.19
2004;SC;2.19
2004;SC;2.19
2004;SC;2.19
2004;SC;2.19
2004;SC;2.19
2004;SC;2.2
2004;SC;2.21
2004;SC;2.21
2004;SC;2.2
2004;SC;2.2
2004;SC;2.2
2004;SC;2.2
2004;SC;2.21
2004;SC;2.28
2004;SC;2.27
2004;SC;2.29
2004;SC;2.32
2004;SC;2.32
2004;SC;2.32
2004;SC;2.4
2004;SC;2.4
2004;SC;2.4
2004;SP;1.89
2004;SP;1.89
2004;SP;1.89
2004;SP;1.91
2004;SP;1.92
2004;SP;1.96
2004;SP;2.04
2004;SP;2.03
2004;SP;2.03
2004;SP;2.03
2004;SP;2.03
2004;SP;2.03
2004;SP;2.03
2004;SP;2.04
2004;SP;2.04
2004;SP;2.03
2004;SP;2.03
2004;SP;2.03
2004;SP;2.03
2004;SP;2.04
2004;SP;2.1
2004;SP;2.11
2004;SP;2.08
2004;SP;2.1
2004;SP;2.1
2004;SP;2.11
2004;SP;2.19
2004;SP;2.2
2004;SP;2.2
2004;SP;2.21
2004;SE;1.97
2004;SE;1.97
2004;SE;1.97
2004;SE;1.97
2004;SE;1.99
2004;SE;2.01
2004;SE;2.1
2004;SE;2.1
2004;SE;2.1
2004;SE;2.11
2004;SE;2.1
2004;SE;2.1
2004;SE;2.1
2004;SE;2.12
2004;SE;2.13
2004;SE;2.12
2004;SE;2.12
2004;SE;2.12
2004;SE;2.12
2004;SE;2.12
2004;SE;2.12
2004;SE;2.12
2004;SE;2.12
2004;SE;2.17
2004;SE;2.13
2004;SE;2.14
2004;SE;2.17
2004;SE;2.19
2004;SE;2.28
2004;SE;2.26
2004;SE;2.27
2004;SE;2.28
2004;TO;2.09
2004;TO;2.09
2004;TO;2.1
2004;TO;2.11
2004;TO;2.11
2004;TO;2.15
2004;TO;2.19
2004;TO;2.22
2004;TO;2.22
2004;TO;2.21
2004;TO;2.22
2004;TO;2.22
2004;TO;2.23
2004;TO;2.26
2004;TO;2.29
2004;TO;2.31
2004;TO;2.32
2004;TO;2.29
2004;TO;2.29
2004;TO;2.29
2004;TO;2.29
2004;TO;2.34
2004;TO;2.34
2004;TO;2.34
2004;TO;2.35
2004;TO;2.35
2004;TO;2.36
2004;TO;2.43
2004;TO;2.44
2004;TO;2.45
2004;TO;2.45
2005;AC;2.64
2005;AC;2.64
2005;AC;2.64
2005;AC;2.64
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.63
2005;AC;2.64
2005;AC;2.64
2005;AC;2.64
2005;AC;2.61
2005;AC;2.6
2005;AC;2.6
2005;AC;2.6
2005;AC;2.59
2005;AC;2.58
2005;AC;2.58
2005;AC;2.57
2005;AC;2.56
2005;AC;2.58
2005;AC;2.58
2005;AC;2.44
2005;AC;2.54
2005;AC;2.76
2005;AC;2.75
2005;AC;2.75
2005;AC;2.75
2005;AC;2.75
2005;AC;2.81
2005;AC;2.76
2005;AC;2.8
2005;AC;2.81
2005;AC;2.8
2005;AC;2.8
2005;AC;2.79
2005;AC;2.79
2005;AC;2.79
2005;AL;2.46
2005;AL;2.46
2005;AL;2.46
2005;AL;2.46
2005;AL;2.45
2005;AL;2.46
2005;AL;2.45
2005;AL;2.45
2005;AL;2.45
2005;AL;2.45
2005;AL;2.45
2005;AL;2.45
2005;AL;2.45
2005;AL;2.45
2005;AL;2.48
2005;AL;2.52
2005;AL;2.52
2005;AL;2.52
2005;AL;2.52
2005;AL;2.52
2005;AL;2.52
2005;AL;2.52
2005;AL;2.52
2005;AL;2.51
2005;AL;2.52
2005;AL;2.52
2005;AL;2.51
2005;AL;2.51
2005;AL;2.52
2005;AL;2.51
2005;AL;2.61
2005;AL;2.72
2005;AL;2.72
2005;AL;2.72
2005;AL;2.72
2005;AL;2.73
2005;AL;2.73
2005;AL;2.72
2005;AL;2.73
2005;AL;2.72
2005;AL;2.72
2005;AL;2.73
2005;AL;2.72
2005;AP;2.44
2005;AP;2.43
2005;AP;2.43
2005;AP;2.42
2005;AP;2.41
2005;AP;2.41
2005;AP;2.4
2005;AP;2.41
2005;AP;2.48
2005;AP;2.46
2005;AP;2.46
2005;AP;2.45
2005;AP;2.44
2005;AP;2.44
2005;AP;2.43
2005;AP;2.42
2005;AP;2.42
2005;AP;2.42
2005;AP;2.43
2005;AP;2.42
2005;AP;2.43
2005;AP;2.42
2005;AP;2.43
2005;AP;2.43
2005;AP;2.43
2005;AP;2.43
2005;AP;2.43
2005;AP;2.43
2005;AP;2.42
2005;AP;2.41
2005;AP;2.41
2005;AP;2.49
2005;AP;2.53
2005;AP;2.53
2005;AP;2.48
2005;AP;2.47
2005;AP;2.47
2005;AP;2.48
2005;AP;2.5
2005;AP;2.57
2005;AP;2.57
2005;AP;2.57
2005;AP;2.57
2005;AP;2.57
2005;AP;2.57
2005;AP;2.57
2005;AM;2.51
2005;AM;2.52
2005;AM;2.51
2005;AM;2.52
2005;AM;2.51
2005;AM;2.51
2005;AM;2.51
2005;AM;2.51
2005;AM;2.5
2005;AM;2.51
2005;AM;2.49
2005;AM;2.5
2005;AM;2.49
2005;AM;2.5
2005;AM;2.49
2005;AM;2.5
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.48
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.49
2005;AM;2.48
2005;AM;2.49
2005;AM;2.49
2005;AM;2.71
2005;AM;2.72
2005;AM;2.71
2005;AM;2.72
2005;AM;2.71
2005;AM;2.76
2005;AM;2.77
2005;AM;2.76
2005;AM;2.76
2005;AM;2.75
2005;AM;2.72
2005;AM;2.74
2005;AM;2.72
2005;AM;2.69
2005;BA;2.38
2005;BA;2.37
2005;BA;2.38
2005;BA;2.37
2005;BA;2.37
2005;BA;2.37
2005;BA;2.37
2005;BA;2.36
2005;BA;2.36
2005;BA;2.34
2005;BA;2.34
2005;BA;2.31
2005;BA;2.32
2005;BA;2.3
2005;BA;2.29
2005;BA;2.28
2005;BA;2.27
2005;BA;2.26
2005;BA;2.25
2005;BA;2.35
2005;BA;2.37
2005;BA;2.33
2005;BA;2.33
2005;BA;2.32
2005;BA;2.32
2005;BA;2.31
2005;BA;2.31
2005;BA;2.31
2005;BA;2.3
2005;BA;2.29
2005;BA;2.28
2005;BA;2.27
2005;BA;2.28
2005;BA;2.28
2005;BA;2.27
2005;BA;2.53
2005;BA;2.53
2005;BA;2.52
2005;BA;2.51
2005;BA;2.51
2005;BA;2.5
2005;BA;2.49
2005;BA;2.5
2005;BA;2.5
2005;BA;2.49
2005;BA;2.49
2005;BA;2.48
2005;BA;2.48
2005;BA;2.49
2005;BA;2.48
2005;CE;2.39
2005;CE;2.38
2005;CE;2.38
2005;CE;2.37
2005;CE;2.32
2005;CE;2.28
2005;CE;2.26
2005;CE;2.25
2005;CE;2.23
2005;CE;2.43
2005;CE;2.43
2005;CE;2.43
2005;CE;2.43
2005;CE;2.43
2005;CE;2.43
2005;CE;2.43
2005;CE;2.44
2005;CE;2.44
2005;CE;2.44
2005;CE;2.43
2005;CE;2.41
2005;CE;2.39
2005;CE;2.36
2005;CE;2.28
2005;CE;2.25
2005;CE;2.23
2005;CE;2.31
2005;CE;2.44
2005;CE;2.43
2005;CE;2.43
2005;CE;2.43
2005;CE;2.42
2005;CE;2.42
2005;CE;2.62
2005;CE;2.62
2005;CE;2.61
2005;CE;2.6
2005;CE;2.6
2005;CE;2.59
2005;CE;2.58
2005;CE;2.57
2005;CE;2.56
2005;CE;2.55
2005;CE;2.55
2005;CE;2.54
2005;CE;2.53
2005;DF;2.23
2005;DF;2.25
2005;DF;2.2
2005;DF;2.15
2005;DF;2.19
2005;DF;2.29
2005;DF;2.27
2005;DF;2.26
2005;DF;2.3
2005;DF;2.28
2005;DF;2.29
2005;DF;2.26
2005;DF;2.25
2005;DF;2.27
2005;DF;2.21
2005;DF;2.11
2005;DF;2.24
2005;DF;2.29
2005;DF;2.29
2005;DF;2.29
2005;DF;2.28
2005;DF;2.28
2005;DF;2.28
2005;DF;2.28
2005;DF;2.28
2005;DF;2.27
2005;DF;2.28
2005;DF;2.28
2005;DF;2.28
2005;DF;2.28
2005;DF;2.35
2005;DF;2.32
2005;DF;2.27
2005;DF;2.26
2005;DF;2.38
2005;DF;2.37
2005;DF;2.34
2005;DF;2.47
2005;DF;2.45
2005;DF;2.47
2005;DF;2.43
2005;DF;2.5
2005;DF;2.53
2005;DF;2.42
2005;DF;2.54
2005;DF;2.54
2005;DF;2.58
2005;ES;2.31
2005;ES;2.31
2005;ES;2.31
2005;ES;2.31
2005;ES;2.31
2005;ES;2.3
2005;ES;2.3
2005;ES;2.29
2005;ES;2.28
2005;ES;2.29
2005;ES;2.35
2005;ES;2.33
2005;ES;2.33
2005;ES;2.33
2005;ES;2.33
2005;ES;2.32
2005;ES;2.32
2005;ES;2.31
2005;ES;2.31
2005;ES;2.3
2005;ES;2.3
2005;ES;2.29
2005;ES;2.28
2005;ES;2.27
2005;ES;2.26
2005;ES;2.25
2005;ES;2.23
2005;ES;2.23
2005;ES;2.22
2005;ES;2.2
2005;ES;2.27
2005;ES;2.25
2005;ES;2.46
2005;ES;2.48
2005;ES;2.46
2005;ES;2.53
2005;ES;2.54
2005;ES;2.54
2005;ES;2.54
2005;ES;2.54
2005;ES;2.53
2005;ES;2.53
2005;ES;2.53
2005;ES;2.51
2005;ES;2.49
2005;ES;2.49
2005;ES;2.49
2005;GO;2.36
2005;GO;2.36
2005;GO;2.38
2005;GO;2.38
2005;GO;2.38
2005;GO;2.38
2005;GO;2.36
2005;GO;2.32
2005;GO;2.33
2005;GO;2.25
2005;GO;2.28
2005;GO;2.38
2005;GO;2.32
2005;GO;2.39
2005;GO;2.45
2005;GO;2.37
2005;GO;2.33
2005;GO;2.27
2005;GO;2.22
2005;GO;2.15
2005;GO;2.33
2005;GO;2.22
2005;GO;2.19
2005;GO;2.15
2005;GO;2.29
2005;GO;2.28
2005;GO;2.24
2005;GO;2.32
2005;GO;2.33
2005;GO;2.33
2005;GO;2.34
2005;GO;2.34
2005;GO;2.19
2005;GO;2.27
2005;GO;2.39
2005;GO;2.3
2005;GO;2.31
2005;GO;2.37
2005;GO;2.48
2005;GO;2.48
2005;GO;2.49
2005;GO;2.49
2005;GO;2.51
2005;GO;2.51
2005;GO;2.49
2005;GO;2.5
2005;GO;2.51
2005;GO;2.51
2005;GO;2.54
2005;MA;2.3
2005;MA;2.28
2005;MA;2.26
2005;MA;2.22
2005;MA;2.25
2005;MA;2.3
2005;MA;2.3
2005;MA;2.3
2005;MA;2.3
2005;MA;2.3
2005;MA;2.29
2005;MA;2.29
2005;MA;2.29
2005;MA;2.3
2005;MA;2.3
2005;MA;2.3
2005;MA;2.3
2005;MA;2.28
2005;MA;2.28
2005;MA;2.28
2005;MA;2.28
2005;MA;2.27
2005;MA;2.25
2005;MA;2.24
2005;MA;2.23
2005;MA;2.22
2005;MA;2.21
2005;MA;2.2
2005;MA;2.28
2005;MA;2.28
2005;MA;2.27
2005;MA;2.27
2005;MA;2.27
2005;MA;2.23
2005;MA;2.29
2005;MA;2.38
2005;MA;2.41
2005;MA;2.54
2005;MA;2.57
2005;MA;2.53
2005;MA;2.54
2005;MA;2.54
2005;MA;2.54
2005;MA;2.55
2005;MA;2.54
2005;MA;2.55
2005;MA;2.52
2005;MA;2.49
2005;MA;2.55
2005;MA;2.56
2005;MA;2.6
2005;MT;2.69
2005;MT;2.7
2005;MT;2.73
2005;MT;2.74
2005;MT;2.73
2005;MT;2.73
2005;MT;2.7
2005;MT;2.7
2005;MT;2.7
2005;MT;2.69
2005;MT;2.64
2005;MT;2.67
2005;MT;2.67
2005;MT;2.67
2005;MT;2.67
2005;MT;2.69
2005;MT;2.68
2005;MT;2.69
2005;MT;2.68
2005;MT;2.68
2005;MT;2.69
2005;MT;2.68
2005;MT;2.67
2005;MT;2.67
2005;MT;2.88
2005;MT;2.87
2005;MT;2.88
2005;MT;2.88
2005;MT;2.89
2005;MT;2.88
2005;MT;2.88
2005;MT;2.88
2005;MT;2.89
2005;MT;2.87
2005;MT;2.89
2005;MT;2.88
2005;MT;2.88
2005;MT;2.89
2005;MT;2.89
2005;MS;2.52
2005;MS;2.52
2005;MS;2.52
2005;MS;2.52
2005;MS;2.5
2005;MS;2.48
2005;MS;2.54
2005;MS;2.54
2005;MS;2.53
2005;MS;2.53
2005;MS;2.52
2005;MS;2.52
2005;MS;2.52
2005;MS;2.52
2005;MS;2.51
2005;MS;2.51
2005;MS;2.51
2005;MS;2.51
2005;MS;2.5
2005;MS;2.52
2005;MS;2.5
2005;MS;2.49
2005;MS;2.47
2005;MS;2.47
2005;MS;2.47
2005;MS;2.47
2005;MS;2.47
2005;MS;2.47
2005;MS;2.49
2005;MS;2.45
2005;MS;2.42
2005;MS;2.46
2005;MS;2.49
2005;MS;2.49
2005;MS;2.48
2005;MS;2.68
2005;MS;2.67
2005;MS;2.66
2005;MS;2.7
2005;MS;2.71
2005;MS;2.71
2005;MS;2.7
2005;MS;2.7
2005;MS;2.71
2005;MS;2.7
2005;MS;2.7
2005;MS;2.7
