"DATA INICIAL	";"DATA FINAL	";ESTADO;PRODUTO;PREÇO MÉDIO REVENDA
07/01/2007;13/01/2007;AC;GASOLINA COMUM;2.94
14/01/2007;20/01/2007;AC;GASOLINA COMUM;2.934
21/01/2007;27/01/2007;AC;GASOLINA COMUM;2.933
28/01/2007;03/02/2007;AC;GASOLINA COMUM;2.933
04/02/2007;10/02/2007;AC;GASOLINA COMUM;2.93
11/02/2007;17/02/2007;AC;GASOLINA COMUM;2.929
18/02/2007;24/02/2007;AC;GASOLINA COMUM;2.93
25/02/2007;03/03/2007;AC;GASOLINA COMUM;2.927
04/03/2007;10/03/2007;AC;GASOLINA COMUM;2.928
11/03/2007;17/03/2007;AC;GASOLINA COMUM;2.93
18/03/2007;24/03/2007;AC;GASOLINA COMUM;2.949
25/03/2007;31/03/2007;AC;GASOLINA COMUM;2.95
01/04/2007;07/04/2007;AC;GASOLINA COMUM;2.95
08/04/2007;14/04/2007;AC;GASOLINA COMUM;2.948
15/04/2007;21/04/2007;AC;GASOLINA COMUM;2.948
22/04/2007;28/04/2007;AC;GASOLINA COMUM;2.948
29/04/2007;05/05/2007;AC;GASOLINA COMUM;2.949
06/05/2007;12/05/2007;AC;GASOLINA COMUM;2.949
13/05/2007;19/05/2007;AC;GASOLINA COMUM;2.948
20/05/2007;26/05/2007;AC;GASOLINA COMUM;2.949
27/05/2007;02/06/2007;AC;GASOLINA COMUM;2.949
03/06/2007;09/06/2007;AC;GASOLINA COMUM;2.949
10/06/2007;16/06/2007;AC;GASOLINA COMUM;2.949
17/06/2007;23/06/2007;AC;GASOLINA COMUM;2.946
24/06/2007;30/06/2007;AC;GASOLINA COMUM;2.913
01/07/2007;07/07/2007;AC;GASOLINA COMUM;2.907
08/07/2007;14/07/2007;AC;GASOLINA COMUM;2.907
15/07/2007;21/07/2007;AC;GASOLINA COMUM;2.905
22/07/2007;28/07/2007;AC;GASOLINA COMUM;2.903
29/07/2007;04/08/2007;AC;GASOLINA COMUM;2.904
05/08/2007;11/08/2007;AC;GASOLINA COMUM;2.9
12/08/2007;18/08/2007;AC;GASOLINA COMUM;2.901
19/08/2007;25/08/2007;AC;GASOLINA COMUM;2.902
26/08/2007;01/09/2007;AC;GASOLINA COMUM;2.9
02/09/2007;08/09/2007;AC;GASOLINA COMUM;2.903
09/09/2007;15/09/2007;AC;GASOLINA COMUM;2.898
16/09/2007;22/09/2007;AC;GASOLINA COMUM;2.898
23/09/2007;29/09/2007;AC;GASOLINA COMUM;2.896
30/09/2007;06/10/2007;AC;GASOLINA COMUM;2.898
07/10/2007;13/10/2007;AC;GASOLINA COMUM;2.89
14/10/2007;20/10/2007;AC;GASOLINA COMUM;2.893
21/10/2007;27/10/2007;AC;GASOLINA COMUM;2.898
28/10/2007;03/11/2007;AC;GASOLINA COMUM;2.901
04/11/2007;10/11/2007;AC;GASOLINA COMUM;2.896
11/11/2007;17/11/2007;AC;GASOLINA COMUM;2.899
18/11/2007;24/11/2007;AC;GASOLINA COMUM;2.899
25/11/2007;01/12/2007;AC;GASOLINA COMUM;2.897
02/12/2007;08/12/2007;AC;GASOLINA COMUM;2.897
09/12/2007;15/12/2007;AC;GASOLINA COMUM;2.897
16/12/2007;22/12/2007;AC;GASOLINA COMUM;2.893
23/12/2007;29/12/2007;AC;GASOLINA COMUM;2.897
30/12/2007;05/01/2008;AC;GASOLINA COMUM;2.952
07/01/2007;13/01/2007;AL;GASOLINA COMUM;2.817
14/01/2007;20/01/2007;AL;GASOLINA COMUM;2.818
21/01/2007;27/01/2007;AL;GASOLINA COMUM;2.815
28/01/2007;03/02/2007;AL;GASOLINA COMUM;2.816
04/02/2007;10/02/2007;AL;GASOLINA COMUM;2.814
11/02/2007;17/02/2007;AL;GASOLINA COMUM;2.816
18/02/2007;24/02/2007;AL;GASOLINA COMUM;2.813
25/02/2007;03/03/2007;AL;GASOLINA COMUM;2.815
04/03/2007;10/03/2007;AL;GASOLINA COMUM;2.813
11/03/2007;17/03/2007;AL;GASOLINA COMUM;2.812
18/03/2007;24/03/2007;AL;GASOLINA COMUM;2.812
25/03/2007;31/03/2007;AL;GASOLINA COMUM;2.811
01/04/2007;07/04/2007;AL;GASOLINA COMUM;2.811
08/04/2007;14/04/2007;AL;GASOLINA COMUM;2.812
15/04/2007;21/04/2007;AL;GASOLINA COMUM;2.811
22/04/2007;28/04/2007;AL;GASOLINA COMUM;2.812
29/04/2007;05/05/2007;AL;GASOLINA COMUM;2.813
06/05/2007;12/05/2007;AL;GASOLINA COMUM;2.814
13/05/2007;19/05/2007;AL;GASOLINA COMUM;2.813
20/05/2007;26/05/2007;AL;GASOLINA COMUM;2.811
27/05/2007;02/06/2007;AL;GASOLINA COMUM;2.812
03/06/2007;09/06/2007;AL;GASOLINA COMUM;2.811
10/06/2007;16/06/2007;AL;GASOLINA COMUM;2.808
17/06/2007;23/06/2007;AL;GASOLINA COMUM;2.81
24/06/2007;30/06/2007;AL;GASOLINA COMUM;2.811
01/07/2007;07/07/2007;AL;GASOLINA COMUM;2.81
08/07/2007;14/07/2007;AL;GASOLINA COMUM;2.808
15/07/2007;21/07/2007;AL;GASOLINA COMUM;2.811
22/07/2007;28/07/2007;AL;GASOLINA COMUM;2.806
29/07/2007;04/08/2007;AL;GASOLINA COMUM;2.806
05/08/2007;11/08/2007;AL;GASOLINA COMUM;2.806
